collection,config,k,prefetch_limit,prefetch_mode,rescorer,recall@k,mrr@k,ndcg@k,p50_ms,p95_ms,p99_ms,qps
scifact_scalar_int8,../qdrant-load/configs/scifact/config_scalar_int8.yml,20,50,hybrid,rrf,0.89,0.4371,0.5464,26.97,32.9,57.95,267.18
scifact_scalar_int8,../qdrant-load/configs/scifact/config_scalar_int8.yml,20,100,hybrid,rrf,0.89,0.4075,0.5235,27.28,30.47,55.81,278.13
scifact_scalar_int8,../qdrant-load/configs/scifact/config_scalar_int8.yml,10,25,sparseonly,colbert,0.85,0.4414,0.5433,39.51,48.97,86.3,61.27
scifact_scalar_int8,../qdrant-load/configs/scifact/config_scalar_int8.yml,10,50,sparseonly,colbert,0.89,0.4874,0.5872,41.18,49.81,54.94,66.06
scifact_scalar_int8,../qdrant-load/configs/scifact/config_scalar_int8.yml,10,100,sparseonly,colbert,0.87,0.3913,0.5105,42.42,49.15,55.64,60.6
scifact_scalar_int8,../qdrant-load/configs/scifact/config_scalar_int8.yml,20,25,sparseonly,colbert,0.86,0.4716,0.5672,40.47,48.76,103.43,65.32
scifact_scalar_int8,../qdrant-load/configs/scifact/config_scalar_int8.yml,20,50,sparseonly,colbert,0.89,0.5055,0.6013,41.15,49.13,56.26,59.2
scifact_scalar_int8,../qdrant-load/configs/scifact/config_scalar_int8.yml,20,100,sparseonly,colbert,0.9,0.4815,0.5839,42.48,49.86,58.02,62.81
scifact_scalar_int8,../qdrant-load/configs/scifact/config_scalar_int8.yml,10,25,sparseonly,cross-encoder,0.86,0.4686,0.5657,1814.81,3230.93,3471.38,0.53
scifact_scalar_int8,../qdrant-load/configs/scifact/config_scalar_int8.yml,10,50,sparseonly,cross-encoder,0.89,0.503,0.5973,3560.51,6436.08,6838.49,0.24
scifact_scalar_int8,../qdrant-load/configs/scifact/config_scalar_int8.yml,10,100,sparseonly,cross-encoder,0.86,0.4828,0.5753,8168.04,12713.25,13014.92,0.12
scifact_scalar_int8,../qdrant-load/configs/scifact/config_scalar_int8.yml,20,25,sparseonly,cross-encoder,0.86,0.4686,0.5657,1940.79,3157.51,3263.44,0.49
scifact_scalar_int8,../qdrant-load/configs/scifact/config_scalar_int8.yml,20,50,sparseonly,cross-encoder,0.91,0.5043,0.6023,4563.02,6344.68,6519.01,0.23
scifact_scalar_int8,../qdrant-load/configs/scifact/config_scalar_int8.yml,20,100,sparseonly,cross-encoder,0.91,0.486,0.5875,9087.71,12586.6,12725.5,0.11
scifact_turbo4_noquant,../qdrant-load/configs/scifact/config_turbo4_noquant.yml,10,25,hybrid,colbert,0.88,0.4623,0.5652,42.9,47.85,55.76,58.18
scifact_turbo4_noquant,../qdrant-load/configs/scifact/config_turbo4_noquant.yml,10,50,hybrid,colbert,0.89,0.4348,0.5465,46.18,52.9,60.14,58.13
scifact_turbo4_noquant,../qdrant-load/configs/scifact/config_turbo4_noquant.yml,10,100,hybrid,colbert,0.89,0.4911,0.5895,49.54,58.36,74.97,58.68
scifact_turbo4_noquant,../qdrant-load/configs/scifact/config_turbo4_noquant.yml,20,25,hybrid,colbert,0.9,0.4647,0.5709,46.38,53.32,61.57,58.92
scifact_turbo4_noquant,../qdrant-load/configs/scifact/config_turbo4_noquant.yml,20,50,hybrid,colbert,0.91,0.5043,0.6026,46.97,55.57,68.39,58.81
scifact_turbo4_noquant,../qdrant-load/configs/scifact/config_turbo4_noquant.yml,20,100,hybrid,colbert,0.92,0.4876,0.5923,51.22,59.81,70.1,58.63
scifact_turbo4_noquant,../qdrant-load/configs/scifact/config_turbo4_noquant.yml,10,25,hybrid,cross-encoder,0.87,0.467,0.5661,1262.27,3264.19,3632.14,0.52
scifact_turbo4_noquant,../qdrant-load/configs/scifact/config_turbo4_noquant.yml,10,50,hybrid,cross-encoder,0.87,0.4422,0.5473,4222.01,6371.1,6526.76,0.23
scifact_turbo4_noquant,../qdrant-load/configs/scifact/config_turbo4_noquant.yml,10,100,hybrid,cross-encoder,0.86,0.4766,0.5707,9318.03,12546.84,12743.16,0.12
scifact_turbo4_noquant,../qdrant-load/configs/scifact/config_turbo4_noquant.yml,20,25,hybrid,cross-encoder,0.91,0.4907,0.5913,2036.3,3134.92,3346.32,0.5
scifact_turbo4_noquant,../qdrant-load/configs/scifact/config_turbo4_noquant.yml,20,50,hybrid,cross-encoder,0.92,0.4578,0.5691,4445.16,6331.25,6508.8,0.23
scifact_turbo4_noquant,../qdrant-load/configs/scifact/config_turbo4_noquant.yml,20,100,hybrid,cross-encoder,0.91,0.4725,0.5781,9287.34,12602.36,12754.91,0.12
scifact_turbo4_noquant,../qdrant-load/configs/scifact/config_turbo4_noquant.yml,10,25,hybrid,rrf,0.84,0.4276,0.528,25.61,29.56,40.35,276.55
scifact_turbo4_noquant,../qdrant-load/configs/scifact/config_turbo4_noquant.yml,10,50,hybrid,rrf,0.84,0.4289,0.5288,26.58,32.95,38.56,279.37
scifact_turbo4_noquant,../qdrant-load/configs/scifact/config_turbo4_noquant.yml,10,100,hybrid,rrf,0.84,0.4447,0.5407,26.76,30.18,33.17,282.13
scifact_turbo4_noquant,../qdrant-load/configs/scifact/config_turbo4_noquant.yml,20,25,hybrid,rrf,0.9,0.4333,0.5445,26.86,30.03,37.21,280.48
scifact_turbo4_noquant,../qdrant-load/configs/scifact/config_turbo4_noquant.yml,20,50,hybrid,rrf,0.9,0.4406,0.55,25.98,29.88,32.81,273.67
scifact_turbo4_noquant,../qdrant-load/configs/scifact/config_turbo4_noquant.yml,20,100,hybrid,rrf,0.9,0.4636,0.5668,26.74,31.07,42.93,260.04
scifact_turbo4_noquant,../qdrant-load/configs/scifact/config_turbo4_noquant.yml,10,25,sparseonly,colbert,0.84,0.4689,0.5608,40.56,51.15,57.3,65.37
scifact_turbo4_noquant,../qdrant-load/configs/scifact/config_turbo4_noquant.yml,10,50,sparseonly,colbert,0.88,0.5001,0.5937,42.53,50.83,58.04,65.01
scifact_turbo4_noquant,../qdrant-load/configs/scifact/config_turbo4_noquant.yml,10,100,sparseonly,colbert,0.87,0.4398,0.5466,47.24,58.7,67.97,65.84
scifact_turbo4_noquant,../qdrant-load/configs/scifact/config_turbo4_noquant.yml,20,25,sparseonly,colbert,0.86,0.4774,0.5718,40.34,48.32,102.37,66.22
scifact_turbo4_noquant,../qdrant-load/configs/scifact/config_turbo4_noquant.yml,20,50,sparseonly,colbert,0.89,0.4871,0.586,43.71,51.68,55.52,65.46
scifact_turbo4_noquant,../qdrant-load/configs/scifact/config_turbo4_noquant.yml,20,100,sparseonly,colbert,0.9,0.4753,0.5785,47.59,57.2,72.02,65.0
scifact_turbo4_noquant,../qdrant-load/configs/scifact/config_turbo4_noquant.yml,10,25,sparseonly,cross-encoder,0.86,0.4666,0.5634,2141.21,3143.53,3370.72,0.49
scifact_turbo4_noquant,../qdrant-load/configs/scifact/config_turbo4_noquant.yml,10,50,sparseonly,cross-encoder,0.89,0.4941,0.591,4416.23,6350.09,6455.43,0.23
scifact_turbo4_noquant,../qdrant-load/configs/scifact/config_turbo4_noquant.yml,10,100,sparseonly,cross-encoder,0.85,0.4551,0.5526,8128.01,12624.73,12771.77,0.12
scifact_turbo4_noquant,../qdrant-load/configs/scifact/config_turbo4_noquant.yml,20,25,sparseonly,cross-encoder,0.87,0.4674,0.566,1813.33,3150.45,3435.96,0.5
scifact_turbo4_noquant,../qdrant-load/configs/scifact/config_turbo4_noquant.yml,20,50,sparseonly,cross-encoder,0.91,0.4955,0.5961,4303.69,6261.89,6439.75,0.23
scifact_turbo4_noquant,../qdrant-load/configs/scifact/config_turbo4_noquant.yml,20,100,sparseonly,cross-encoder,0.91,0.4593,0.5679,9013.27,12674.72,12740.38,0.12
scifact_turbo4_tq1,../qdrant-load/configs/scifact/config_tubo4_bits1.yml,10,25,hybrid,colbert,0.87,0.4497,0.5537,53.25,83.36,100.03,57.89
scifact_turbo4_tq1,../qdrant-load/configs/scifact/config_tubo4_bits1.yml,10,50,hybrid,colbert,0.9,0.519,0.6122,52.92,69.32,76.79,57.67
scifact_turbo4_tq1,../qdrant-load/configs/scifact/config_tubo4_bits1.yml,10,100,hybrid,colbert,0.89,0.4917,0.5898,87.4,106.57,136.39,58.2
scifact_turbo4_tq1,../qdrant-load/configs/scifact/config_tubo4_bits1.yml,20,25,hybrid,colbert,0.91,0.4825,0.5855,75.56,88.33,96.23,59.18
scifact_turbo4_tq1,../qdrant-load/configs/scifact/config_tubo4_bits1.yml,20,50,hybrid,colbert,0.92,0.4776,0.5843,65.64,81.07,90.84,58.52
scifact_turbo4_tq1,../qdrant-load/configs/scifact/config_tubo4_bits1.yml,20,100,hybrid,colbert,0.93,0.4627,0.5765,70.83,97.17,131.77,57.68
scifact_turbo4_tq1,../qdrant-load/configs/scifact/config_tubo4_bits1.yml,10,25,hybrid,cross-encoder,0.84,0.4664,0.559,1196.36,3298.64,3740.95,0.52
scifact_turbo4_tq1,../qdrant-load/configs/scifact/config_tubo4_bits1.yml,10,50,hybrid,cross-encoder,0.86,0.4917,0.5818,4100.7,6326.14,6499.28,0.23
scifact_turbo4_tq1,../qdrant-load/configs/scifact/config_tubo4_bits1.yml,10,100,hybrid,cross-encoder,0.86,0.4651,0.5624,9343.27,12676.21,12760.99,0.11
scifact_turbo4_tq1,../qdrant-load/configs/scifact/config_tubo4_bits1.yml,20,25,hybrid,cross-encoder,0.89,0.4653,0.5685,2057.59,3092.26,3264.33,0.5
scifact_turbo4_tq1,../qdrant-load/configs/scifact/config_tubo4_bits1.yml,20,50,hybrid,cross-encoder,0.91,0.4617,0.5698,4495.15,6365.85,6543.6,0.23
scifact_turbo4_tq1,../qdrant-load/configs/scifact/config_tubo4_bits1.yml,20,100,hybrid,cross-encoder,0.92,0.4709,0.5787,9135.5,12559.79,12714.79,0.11
scifact_turbo4_tq1,../qdrant-load/configs/scifact/config_tubo4_bits1.yml,10,25,hybrid,rrf,0.82,0.4201,0.5182,26.03,30.05,36.81,229.31
scifact_turbo4_tq1,../qdrant-load/configs/scifact/config_tubo4_bits1.yml,10,50,hybrid,rrf,0.83,0.4442,0.5387,27.21,36.19,44.34,254.19
scifact_turbo4_tq1,../qdrant-load/configs/scifact/config_tubo4_bits1.yml,10,100,hybrid,rrf,0.83,0.4446,0.5385,27.4,32.44,43.57,265.86
scifact_turbo4_tq1,../qdrant-load/configs/scifact/config_tubo4_bits1.yml,20,25,hybrid,rrf,0.9,0.4379,0.5477,26.5,31.88,43.41,277.74
scifact_turbo4_tq1,../qdrant-load/configs/scifact/config_tubo4_bits1.yml,20,50,hybrid,rrf,0.9,0.4574,0.5629,26.44,30.11,33.12,240.97
scifact_turbo4_tq1,../qdrant-load/configs/scifact/config_tubo4_bits1.yml,20,100,hybrid,rrf,0.89,0.4539,0.558,27.28,30.15,35.38,267.01
scifact_turbo4_tq1,../qdrant-load/configs/scifact/config_tubo4_bits1.yml,10,25,sparseonly,colbert,0.85,0.4391,0.5413,43.54,55.26,60.1,57.56
scifact_turbo4_tq1,../qdrant-load/configs/scifact/config_tubo4_bits1.yml,10,50,sparseonly,colbert,0.89,0.495,0.5921,48.67,61.73,67.52,64.94
scifact_turbo4_tq1,../qdrant-load/configs/scifact/config_tubo4_bits1.yml,10,100,sparseonly,colbert,0.87,0.4898,0.584,59.74,74.66,91.87,64.61
scifact_turbo4_tq1,../qdrant-load/configs/scifact/config_tubo4_bits1.yml,20,25,sparseonly,colbert,0.86,0.4798,0.5733,51.08,62.06,68.78,61.09
scifact_turbo4_tq1,../qdrant-load/configs/scifact/config_tubo4_bits1.yml,20,50,sparseonly,colbert,0.9,0.4452,0.5572,53.61,66.97,78.79,65.65
scifact_turbo4_tq1,../qdrant-load/configs/scifact/config_tubo4_bits1.yml,20,100,sparseonly,colbert,0.9,0.4859,0.5869,63.23,79.51,95.02,64.75
scifact_turbo4_tq1,../qdrant-load/configs/scifact/config_tubo4_bits1.yml,10,25,sparseonly,cross-encoder,0.86,0.4666,0.5634,2129.9,3220.0,3570.21,0.5
scifact_turbo4_tq1,../qdrant-load/configs/scifact/config_tubo4_bits1.yml,10,50,sparseonly,cross-encoder,0.89,0.4941,0.591,4749.22,6344.1,6695.75,0.23
scifact_turbo4_tq1,../qdrant-load/configs/scifact/config_tubo4_bits1.yml,10,100,sparseonly,cross-encoder,0.85,0.4551,0.5526,9762.27,12580.07,12697.95,0.11
scifact_turbo4_tq1,../qdrant-load/configs/scifact/config_tubo4_bits1.yml,20,25,sparseonly,cross-encoder,0.87,0.4674,0.566,2290.94,3150.03,3226.03,0.47
scifact_turbo4_tq1,../qdrant-load/configs/scifact/config_tubo4_bits1.yml,20,50,sparseonly,cross-encoder,0.91,0.4955,0.5961,4596.87,6291.04,6634.35,0.22
scifact_turbo4_tq1,../qdrant-load/configs/scifact/config_tubo4_bits1.yml,20,100,sparseonly,cross-encoder,0.91,0.4593,0.5679,9642.58,12466.31,12751.88,0.11
